"{3DD6D1E9-68E3-4646-8682-FD7DB9884D97}","76000","1995-11-30 00:00","RG21 5RX","T","N","F","1","","LANSLEY ROAD","BASINGSTOKE","BASINGSTOKE","BASINGSTOKE AND DEANE","HAMPSHIRE","A","A"
"{82899FB9-496F-4FA3-8249-F6811A87F376}","48000","1995-01-27 00:00","LA1 1SY","T","N","F","26","","PORTLAND STREET","LANCASTER","LANCASTER","LANCASTER","LANCASHIRE","A","A"
"{B7B48D70-7FEB-437B-9EAC-F681547AB62F}","59000","1995-11-17 00:00","PL3 6DR","S","N","F","26","","FAIRVIEW AVENUE","PLYMOUTH","PLYMOUTH","PLYMOUTH","DEVON","A","A"
